Frame_Index,System_Time_s,Human_Readable
0,1775226497.3994749,16:28:17.399
1,1775226497.4029257,16:28:17.402
2,1775226497.415993,16:28:17.415
3,1775226497.4179945,16:28:17.417
4,1775226497.430518,16:28:17.430
5,1775226497.4325254,16:28:17.432
6,1775226497.4462154,16:28:17.446
7,1775226497.448239,16:28:17.448
8,1775226497.465845,16:28:17.465
9,1775226497.480931,16:28:17.480
10,1775226497.4979787,16:28:17.497
11,1775226497.5059385,16:28:17.505
12,1775226497.5110016,16:28:17.511
13,1775226497.5271142,16:28:17.527
14,1775226497.5301082,16:28:17.530
15,1775226497.5430894,16:28:17.543
16,1775226497.54814,16:28:17.548
17,1775226497.5602407,16:28:17.560
18,1775226497.5658202,16:28:17.565
19,1775226497.578788,16:28:17.578
20,1775226497.5931075,16:28:17.593
21,1775226497.6086047,16:28:17.608
22,1775226497.6115963,16:28:17.611
23,1775226497.623186,16:28:17.623
24,1775226497.627197,16:28:17.627
25,1775226497.6391823,16:28:17.639
26,1775226497.656583,16:28:17.656
27,1775226497.6605358,16:28:17.660
28,1775226497.6713305,16:28:17.671
29,1775226497.6765125,16:28:17.676
30,1775226497.706208,16:28:17.706
31,1775226497.7221668,16:28:17.722
32,1775226497.725179,16:28:17.725
33,1775226497.736132,16:28:17.736
34,1775226497.739154,16:28:17.739
35,1775226497.752479,16:28:17.752
36,1775226497.7555194,16:28:17.755
37,1775226497.7682579,16:28:17.768
38,1775226497.785836,16:28:17.785
39,1775226497.7980433,16:28:17.798
40,1775226497.8152218,16:28:17.815
41,1775226497.818235,16:28:17.818
42,1775226497.8315191,16:28:17.831
43,1775226497.8345375,16:28:17.834
44,1775226497.847301,16:28:17.847
45,1775226497.8503084,16:28:17.850
46,1775226497.863343,16:28:17.863
47,1775226497.8663397,16:28:17.866
48,1775226497.879618,16:28:17.879
49,1775226497.8826041,16:28:17.882
50,1775226497.9122248,16:28:17.912
51,1775226497.9222672,16:28:17.922
52,1775226497.9288726,16:28:17.928
53,1775226497.9318094,16:28:17.931
54,1775226497.9443665,16:28:17.944
55,1775226497.9473093,16:28:17.947
56,1775226497.9610307,16:28:17.961
57,1775226497.9640949,16:28:17.964
58,1775226497.9761055,16:28:17.976
59,1775226497.9793017,16:28:17.979
60,1775226497.9913602,16:28:17.991
61,1775226497.9953408,16:28:17.995
62,1775226498.0073605,16:28:18.007
63,1775226498.03226,16:28:18.032
64,1775226498.039516,16:28:18.039
65,1775226498.0559735,16:28:18.055
66,1775226498.0600035,16:28:18.060
67,1775226498.0719204,16:28:18.071
68,1775226498.075877,16:28:18.075
69,1775226498.0877824,16:28:18.087
70,1775226498.091819,16:28:18.091
71,1775226498.1040647,16:28:18.104
72,1775226498.107114,16:28:18.107
73,1775226498.1233332,16:28:18.123
74,1775226498.1408315,16:28:18.140
75,1775226498.1468358,16:28:18.146
76,1775226498.1508489,16:28:18.150
77,1775226498.153836,16:28:18.153
78,1775226498.1673105,16:28:18.167
79,1775226498.1702955,16:28:18.170
80,1775226498.1840127,16:28:18.184
81,1775226498.200044,16:28:18.200
82,1775226498.2039888,16:28:18.203
83,1775226498.2151265,16:28:18.215
84,1775226498.222174,16:28:18.222
85,1775226498.2349498,16:28:18.234
86,1775226498.2521415,16:28:18.252
87,1775226498.2630417,16:28:18.263
88,1775226498.2660842,16:28:18.266
89,1775226498.278546,16:28:18.278
90,1775226498.2825646,16:28:18.282
91,1775226498.2962027,16:28:18.296
92,1775226498.320284,16:28:18.320
93,1775226498.3299906,16:28:18.329
94,1775226498.3349915,16:28:18.334
95,1775226498.3474307,16:28:18.347
96,1775226498.3645399,16:28:18.364
97,1775226498.376108,16:28:18.376
98,1775226498.3790805,16:28:18.379
99,1775226498.3922472,16:28:18.392
100,1775226498.3952775,16:28:18.395
101,1775226498.4072828,16:28:18.407
102,1775226498.411256,16:28:18.411
103,1775226498.4236205,16:28:18.423
104,1775226498.427139,16:28:18.427
105,1775226498.4383755,16:28:18.438
106,1775226498.459895,16:28:18.459
107,1775226498.4631963,16:28:18.463
108,1775226498.4704733,16:28:18.470
109,1775226498.4734674,16:28:18.473
110,1775226498.4874663,16:28:18.487
111,1775226498.4894588,16:28:18.489
112,1775226498.5027585,16:28:18.502
113,1775226498.5040221,16:28:18.504
114,1775226498.5204418,16:28:18.520
115,1775226498.5220687,16:28:18.522
116,1775226498.535069,16:28:18.535
117,1775226498.5382304,16:28:18.538
118,1775226498.5539012,16:28:18.553
119,1775226498.5569012,16:28:18.556
120,1775226498.5719018,16:28:18.571
121,1775226498.5909016,16:28:18.590
122,1775226498.6088505,16:28:18.608
123,1775226498.61888,16:28:18.618
124,1775226498.6312344,16:28:18.631
125,1775226498.6342406,16:28:18.634
126,1775226498.6467667,16:28:18.646
127,1775226498.6498067,16:28:18.649
128,1775226498.6634793,16:28:18.663
129,1775226498.6746995,16:28:18.674
130,1775226498.6906931,16:28:18.690
131,1775226498.6959193,16:28:18.695
132,1775226498.6989284,16:28:18.698
133,1775226498.7121942,16:28:18.712
134,1775226498.7282195,16:28:18.728
135,1775226498.7312615,16:28:18.731
136,1775226498.7444148,16:28:18.744
137,1775226498.7473612,16:28:18.747
138,1775226498.7603004,16:28:18.760
139,1775226498.7632968,16:28:18.763
140,1775226498.781026,16:28:18.781
141,1775226498.7981575,16:28:18.798
142,1775226498.8073673,16:28:18.807
143,1775226498.8114128,16:28:18.811
144,1775226498.8245354,16:28:18.824
145,1775226498.8275843,16:28:18.827
146,1775226498.8400877,16:28:18.840
147,1775226498.8440928,16:28:18.844
148,1775226498.8562922,16:28:18.856
149,1775226498.87225,16:28:18.872
150,1775226498.8782902,16:28:18.878
151,1775226498.8899248,16:28:18.889
152,1775226498.9069684,16:28:18.906
153,1775226498.9204638,16:28:18.920
154,1775226498.9234564,16:28:18.923
155,1775226498.936293,16:28:18.936
156,1775226498.9392445,16:28:18.939
157,1775226498.952162,16:28:18.952
158,1775226498.9555845,16:28:18.955
159,1775226498.9685335,16:28:18.968
160,1775226498.9715266,16:28:18.971
161,1775226498.9850194,16:28:18.985
162,1775226499.004651,16:28:19.004
163,1775226499.0126624,16:28:19.012
164,1775226499.0146785,16:28:19.014
165,1775226499.0177252,16:28:19.017
166,1775226499.0323129,16:28:19.032
167,1775226499.03536,16:28:19.035
168,1775226499.048121,16:28:19.048
169,1775226499.0511599,16:28:19.051
