Frame_Index,System_Time_s,Human_Readable
0,1775226001.0145981,16:20:01.014
1,1775226001.033935,16:20:01.033
2,1775226001.0559227,16:20:01.055
3,1775226001.0633652,16:20:01.063
4,1775226001.0929637,16:20:01.092
5,1775226001.0969646,16:20:01.096
6,1775226001.1085048,16:20:01.108
7,1775226001.1124952,16:20:01.112
8,1775226001.1277711,16:20:01.127
9,1775226001.13079,16:20:01.130
10,1775226001.142075,16:20:01.142
11,1775226001.1571405,16:20:01.157
12,1775226001.1724222,16:20:01.172
13,1775226001.1754925,16:20:01.175
14,1775226001.1886044,16:20:01.188
15,1775226001.1928625,16:20:01.192
16,1775226001.2216527,16:20:01.221
17,1775226001.2247002,16:20:01.224
18,1775226001.2391958,16:20:01.239
19,1775226001.2689335,16:20:01.268
20,1775226001.2764976,16:20:01.276
21,1775226001.2841592,16:20:01.284
22,1775226001.2882035,16:20:01.288
23,1775226001.2993624,16:20:01.299
24,1775226001.303427,16:20:01.303
25,1775226001.3167331,16:20:01.316
26,1775226001.3197818,16:20:01.319
27,1775226001.3321178,16:20:01.332
28,1775226001.3492815,16:20:01.349
29,1775226001.3706062,16:20:01.370
30,1775226001.3791475,16:20:01.379
31,1775226001.3841863,16:20:01.384
32,1775226001.3967261,16:20:01.396
33,1775226001.4007454,16:20:01.400
34,1775226001.4122705,16:20:01.412
35,1775226001.4153142,16:20:01.415
36,1775226001.4290857,16:20:01.429
37,1775226001.432118,16:20:01.432
38,1775226001.4442537,16:20:01.444
39,1775226001.448235,16:20:01.448
40,1775226001.4763343,16:20:01.476
41,1775226001.4843457,16:20:01.484
42,1775226001.491485,16:20:01.491
43,1775226001.4954808,16:20:01.495
44,1775226001.5089004,16:20:01.508
45,1775226001.5128884,16:20:01.512
46,1775226001.5239136,16:20:01.523
47,1775226001.526905,16:20:01.526
48,1775226001.540087,16:20:01.540
49,1775226001.5434816,16:20:01.543
50,1775226001.556229,16:20:01.556
51,1775226001.5602744,16:20:01.560
52,1775226001.572793,16:20:01.572
53,1775226001.5818138,16:20:01.581
54,1775226001.5982492,16:20:01.598
55,1775226001.6047554,16:20:01.604
56,1775226001.6212294,16:20:01.621
57,1775226001.624278,16:20:01.624
58,1775226001.6371381,16:20:01.637
59,1775226001.640141,16:20:01.640
60,1775226001.6530042,16:20:01.653
61,1775226001.6559787,16:20:01.655
62,1775226001.6684637,16:20:01.668
63,1775226001.6740139,16:20:01.674
64,1775226001.686027,16:20:01.686
65,1775226001.7050066,16:20:01.705
66,1775226001.7168663,16:20:01.716
67,1775226001.7210753,16:20:01.721
68,1775226001.7320285,16:20:01.732
69,1775226001.7360356,16:20:01.736
70,1775226001.748966,16:20:01.748
71,1775226001.764358,16:20:01.764
72,1775226001.7673502,16:20:01.767
73,1775226001.78119,16:20:01.781
74,1775226001.787342,16:20:01.787
75,1775226001.7985396,16:20:01.798
76,1775226001.8203902,16:20:01.820
77,1775226001.8288138,16:20:01.828
78,1775226001.860792,16:20:01.860
79,1775226001.8638067,16:20:01.863
80,1775226001.8748126,16:20:01.874
81,1775226001.893557,16:20:01.893
82,1775226001.897555,16:20:01.897
83,1775226001.9247243,16:20:01.924
84,1775226001.927725,16:20:01.927
85,1775226001.9401598,16:20:01.940
86,1775226001.9441662,16:20:01.944
87,1775226001.9567444,16:20:01.956
88,1775226001.959684,16:20:01.959
89,1775226001.9718652,16:20:01.971
90,1775226001.974859,16:20:01.974
91,1775226001.9884539,16:20:01.988
92,1775226001.9953313,16:20:01.995
93,1775226002.025411,16:20:02.025
94,1775226002.0352674,16:20:02.035
95,1775226002.0383215,16:20:02.038
96,1775226002.0522358,16:20:02.052
97,1775226002.0542707,16:20:02.054
98,1775226002.0679626,16:20:02.067
99,1775226002.0709453,16:20:02.070
100,1775226002.0840619,16:20:02.084
101,1775226002.0870545,16:20:02.087
102,1775226002.100723,16:20:02.100
103,1775226002.1047242,16:20:02.104
104,1775226002.1247215,16:20:02.124
105,1775226002.145026,16:20:02.145
