Frame_Index,System_Time_s,Human_Readable
0,1775226210.824287,16:23:30.824
1,1775226210.8292735,16:23:30.829
2,1775226210.8413577,16:23:30.841
3,1775226210.8453548,16:23:30.845
4,1775226210.8567834,16:23:30.856
5,1775226210.8609152,16:23:30.860
6,1775226210.8731327,16:23:30.873
7,1775226210.8760862,16:23:30.876
8,1775226210.8884768,16:23:30.888
9,1775226210.8924694,16:23:30.892
10,1775226210.9050076,16:23:30.905
11,1775226210.9274352,16:23:30.927
12,1775226210.9444275,16:23:30.944
13,1775226210.9533212,16:23:30.953
14,1775226210.9563658,16:23:30.956
15,1775226210.9862654,16:23:30.986
16,1775226211.002231,16:23:31.002
17,1775226211.0065253,16:23:31.006
18,1775226211.0185812,16:23:31.018
19,1775226211.0445995,16:23:31.044
20,1775226211.0485737,16:23:31.048
21,1775226211.0515735,16:23:31.051
22,1775226211.0648658,16:23:31.064
23,1775226211.0679982,16:23:31.067
24,1775226211.0814984,16:23:31.081
25,1775226211.0850468,16:23:31.085
26,1775226211.0969915,16:23:31.096
27,1775226211.099979,16:23:31.099
28,1775226211.1130276,16:23:31.113
29,1775226211.116023,16:23:31.116
30,1775226211.1297584,16:23:31.129
31,1775226211.1504643,16:23:31.150
32,1775226211.1584785,16:23:31.158
33,1775226211.1624806,16:23:31.162
34,1775226211.1771107,16:23:31.177
35,1775226211.1811452,16:23:31.181
36,1775226211.1920469,16:23:31.192
37,1775226211.196043,16:23:31.196
38,1775226211.2081854,16:23:31.208
39,1775226211.2121785,16:23:31.212
40,1775226211.2244947,16:23:31.224
41,1775226211.2284935,16:23:31.228
42,1775226211.2406282,16:23:31.240
43,1775226211.2516294,16:23:31.251
44,1775226211.268645,16:23:31.268
45,1775226211.2736433,16:23:31.273
46,1775226211.277697,16:23:31.277
47,1775226211.2883115,16:23:31.288
48,1775226211.2912557,16:23:31.291
49,1775226211.3045197,16:23:31.304
50,1775226211.3206303,16:23:31.320
51,1775226211.3236709,16:23:31.323
52,1775226211.337763,16:23:31.337
53,1775226211.340803,16:23:31.340
54,1775226211.3597534,16:23:31.359
55,1775226211.3757744,16:23:31.375
56,1775226211.384507,16:23:31.384
57,1775226211.3875012,16:23:31.387
58,1775226211.4019554,16:23:31.401
59,1775226211.4049613,16:23:31.404
60,1775226211.4167295,16:23:31.416
61,1775226211.4191134,16:23:31.419
62,1775226211.432271,16:23:31.432
63,1775226211.4493177,16:23:31.449
64,1775226211.453312,16:23:31.453
65,1775226211.4652867,16:23:31.465
66,1775226211.4889443,16:23:31.488
67,1775226211.4929411,16:23:31.492
68,1775226211.497952,16:23:31.497
69,1775226211.501953,16:23:31.501
70,1775226211.5136423,16:23:31.513
71,1775226211.5166302,16:23:31.516
72,1775226211.5291033,16:23:31.529
73,1775226211.5321314,16:23:31.532
74,1775226211.545252,16:23:31.545
75,1775226211.5482943,16:23:31.548
76,1775226211.5612385,16:23:31.561
77,1775226211.5682578,16:23:31.568
78,1775226211.582247,16:23:31.582
79,1775226211.598353,16:23:31.598
80,1775226211.6086197,16:23:31.608
81,1775226211.6125731,16:23:31.612
82,1775226211.6245718,16:23:31.624
83,1775226211.627617,16:23:31.627
84,1775226211.6413114,16:23:31.641
85,1775226211.6443765,16:23:31.644
86,1775226211.6573842,16:23:31.657
87,1775226211.6616611,16:23:31.661
88,1775226211.6752791,16:23:31.675
89,1775226211.6792383,16:23:31.679
90,1775226211.7050393,16:23:31.705
91,1775226211.7079744,16:23:31.707
92,1775226211.7212844,16:23:31.721
93,1775226211.7242785,16:23:31.724
94,1775226211.7372298,16:23:31.737
95,1775226211.7412949,16:23:31.741
96,1775226211.7539933,16:23:31.753
97,1775226211.7570426,16:23:31.757
98,1775226211.76963,16:23:31.769
99,1775226211.7726598,16:23:31.772
100,1775226211.7856863,16:23:31.785
101,1775226211.8136635,16:23:31.813
102,1775226211.8193069,16:23:31.819
103,1775226211.8226225,16:23:31.822
104,1775226211.8314636,16:23:31.831
105,1775226211.8476603,16:23:31.847
106,1775226211.8496594,16:23:31.849
107,1775226211.8638768,16:23:31.863
108,1775226211.8668888,16:23:31.866
109,1775226211.879426,16:23:31.879
110,1775226211.8846564,16:23:31.884
111,1775226211.9017053,16:23:31.901
112,1775226211.909653,16:23:31.909
113,1775226211.9136486,16:23:31.913
114,1775226211.9292617,16:23:31.929
115,1775226211.93224,16:23:31.932
116,1775226211.945398,16:23:31.945
117,1775226211.9483383,16:23:31.948
118,1775226211.960317,16:23:31.960
119,1775226211.9632354,16:23:31.963
120,1775226211.976676,16:23:31.976
121,1775226211.9925995,16:23:31.992
122,1775226211.9955955,16:23:31.995
123,1775226212.0078151,16:23:32.007
124,1775226212.0308616,16:23:32.030
125,1775226212.0338857,16:23:32.033
126,1775226212.0398593,16:23:32.039
127,1775226212.0418093,16:23:32.041
128,1775226212.05685,16:23:32.056
129,1775226212.0609083,16:23:32.060
130,1775226212.072927,16:23:32.072
131,1775226212.0769265,16:23:32.076
132,1775226212.0889735,16:23:32.088
133,1775226212.0920138,16:23:32.092
134,1775226212.1045246,16:23:32.104
135,1775226212.1364982,16:23:32.136
136,1775226212.1529121,16:23:32.152
137,1775226212.1559045,16:23:32.155
138,1775226212.168285,16:23:32.168
139,1775226212.171338,16:23:32.171
140,1775226212.1851642,16:23:32.185
141,1775226212.189188,16:23:32.189
142,1775226212.2012632,16:23:32.201
143,1775226212.205304,16:23:32.205
144,1775226212.2161875,16:23:32.216
145,1775226212.223235,16:23:32.223
146,1775226212.2512445,16:23:32.251
147,1775226212.254237,16:23:32.254
148,1775226212.264203,16:23:32.264
149,1775226212.2671587,16:23:32.267
150,1775226212.2798593,16:23:32.279
151,1775226212.2828145,16:23:32.282
152,1775226212.296173,16:23:32.296
153,1775226212.300191,16:23:32.300
154,1775226212.3122396,16:23:32.312
155,1775226212.3164341,16:23:32.316
156,1775226212.3310173,16:23:32.331
157,1775226212.3340564,16:23:32.334
158,1775226212.3454354,16:23:32.345
159,1775226212.362032,16:23:32.362
160,1775226212.3760757,16:23:32.376
161,1775226212.3801048,16:23:32.380
162,1775226212.3923872,16:23:32.392
163,1775226212.394783,16:23:32.394
164,1775226212.4074903,16:23:32.407
165,1775226212.409536,16:23:32.409
166,1775226212.425128,16:23:32.425
167,1775226212.4281206,16:23:32.428
168,1775226212.4418561,16:23:32.441
169,1775226212.4546614,16:23:32.454
170,1775226212.4684386,16:23:32.468
171,1775226212.4716487,16:23:32.471
172,1775226212.4768703,16:23:32.476
173,1775226212.488843,16:23:32.488
174,1775226212.505059,16:23:32.505
175,1775226212.508037,16:23:32.508
176,1775226212.5213573,16:23:32.521
177,1775226212.5243003,16:23:32.524
178,1775226212.5365636,16:23:32.536
179,1775226212.5396068,16:23:32.539
180,1775226212.5535135,16:23:32.553
181,1775226212.5665216,16:23:32.566
182,1775226212.5825884,16:23:32.582
183,1775226212.5871212,16:23:32.587
184,1775226212.600421,16:23:32.600
185,1775226212.603435,16:23:32.603
186,1775226212.6173556,16:23:32.617
187,1775226212.621306,16:23:32.621
188,1775226212.6323557,16:23:32.632
189,1775226212.6363623,16:23:32.636
190,1775226212.6483083,16:23:32.648
191,1775226212.6733723,16:23:32.673
192,1775226212.689482,16:23:32.689
193,1775226212.696544,16:23:32.696
194,1775226212.6994739,16:23:32.699
195,1775226212.7123356,16:23:32.712
196,1775226212.7163463,16:23:32.716
197,1775226212.728666,16:23:32.728
198,1775226212.7316804,16:23:32.731
199,1775226212.7448018,16:23:32.744
200,1775226212.74785,16:23:32.747
201,1775226212.7612891,16:23:32.761
202,1775226212.7811878,16:23:32.781
203,1775226212.7967708,16:23:32.796
204,1775226212.8082395,16:23:32.808
205,1775226212.811234,16:23:32.811
206,1775226212.8242626,16:23:32.824
207,1775226212.8282328,16:23:32.828
208,1775226212.8401787,16:23:32.840
209,1775226212.8441746,16:23:32.844
210,1775226212.8561788,16:23:32.856
211,1775226212.8601754,16:23:32.860
212,1775226212.8727942,16:23:32.872
213,1775226212.878832,16:23:32.878
214,1775226212.8943572,16:23:32.894
215,1775226212.9103794,16:23:32.910
216,1775226212.9204128,16:23:32.920
217,1775226212.9224124,16:23:32.922
218,1775226212.937439,16:23:32.937
219,1775226212.940428,16:23:32.940
220,1775226212.9534092,16:23:32.953
221,1775226212.956453,16:23:32.956
222,1775226212.968498,16:23:32.968
223,1775226212.9726148,16:23:32.972
224,1775226212.9859385,16:23:32.985
225,1775226212.9915974,16:23:32.991
226,1775226213.011265,16:23:33.011
227,1775226213.0227792,16:23:33.022
228,1775226213.0328526,16:23:33.032
229,1775226213.049349,16:23:33.049
230,1775226213.053394,16:23:33.053
231,1775226213.0643497,16:23:33.064
232,1775226213.068351,16:23:33.068
233,1775226213.080513,16:23:33.080
234,1775226213.0841897,16:23:33.084
235,1775226213.0970025,16:23:33.097
236,1775226213.1014326,16:23:33.101
237,1775226213.1132014,16:23:33.113
238,1775226213.1311965,16:23:33.131
239,1775226213.1450028,16:23:33.145
240,1775226213.149002,16:23:33.149
241,1775226213.1610887,16:23:33.161
242,1775226213.1775277,16:23:33.177
243,1775226213.1805916,16:23:33.180
244,1775226213.1928253,16:23:33.192
245,1775226213.1958709,16:23:33.195
246,1775226213.2085035,16:23:33.208
247,1775226213.2361298,16:23:33.236
248,1775226213.2400775,16:23:33.240
249,1775226213.2441273,16:23:33.244
250,1775226213.2567205,16:23:33.256
251,1775226213.2607102,16:23:33.260
252,1775226213.2732458,16:23:33.273
253,1775226213.276234,16:23:33.276
254,1775226213.2891119,16:23:33.289
255,1775226213.2921026,16:23:33.292
256,1775226213.3045824,16:23:33.304
257,1775226213.319648,16:23:33.319
258,1775226213.3487391,16:23:33.348
259,1775226213.3557434,16:23:33.355
260,1775226213.3587391,16:23:33.358
261,1775226213.3688347,16:23:33.368
262,1775226213.3718188,16:23:33.371
263,1775226213.3848457,16:23:33.384
264,1775226213.38736,16:23:33.387
265,1775226213.3993742,16:23:33.399
266,1775226213.4023733,16:23:33.402
267,1775226213.4163775,16:23:33.416
268,1775226213.4193733,16:23:33.419
269,1775226213.4367027,16:23:33.436
270,1775226213.449722,16:23:33.449
271,1775226213.4638822,16:23:33.463
272,1775226213.4668796,16:23:33.466
273,1775226213.4791634,16:23:33.479
274,1775226213.482173,16:23:33.482
275,1775226213.4959533,16:23:33.495
276,1775226213.4979942,16:23:33.497
277,1775226213.512613,16:23:33.512
278,1775226213.515606,16:23:33.515
279,1775226213.5292196,16:23:33.529
280,1775226213.5322146,16:23:33.532
281,1775226213.5503786,16:23:33.550
282,1775226213.563438,16:23:33.563
283,1775226213.5773513,16:23:33.577
