Frame_Index,System_Time_s,Human_Readable
0,1775225890.0321915,16:18:10.032
1,1775225890.055805,16:18:10.055
2,1775225890.0613635,16:18:10.061
3,1775225890.0743575,16:18:10.074
4,1775225890.0773592,16:18:10.077
5,1775225890.090672,16:18:10.090
6,1775225890.0926716,16:18:10.092
7,1775225890.1083374,16:18:10.108
8,1775225890.1203475,16:18:10.120
9,1775225890.1335316,16:18:10.133
10,1775225890.1385386,16:18:10.138
11,1775225890.1415303,16:18:10.141
12,1775225890.1547794,16:18:10.154
13,1775225890.1567838,16:18:10.156
14,1775225890.1707597,16:18:10.170
15,1775225890.173786,16:18:10.173
16,1775225890.186777,16:18:10.186
17,1775225890.1897738,16:18:10.189
18,1775225890.2030067,16:18:10.203
19,1775225890.205062,16:18:10.205
20,1775225890.2188723,16:18:10.218
21,1775225890.2338896,16:18:10.233
22,1775225890.242934,16:18:10.242
23,1775225890.2509053,16:18:10.250
24,1775225890.2669566,16:18:10.266
25,1775225890.2694862,16:18:10.269
26,1775225890.282483,16:18:10.282
27,1775225890.285524,16:18:10.285
28,1775225890.2980359,16:18:10.298
29,1775225890.301048,16:18:10.301
30,1775225890.315053,16:18:10.315
31,1775225890.3181016,16:18:10.318
32,1775225890.3313453,16:18:10.331
33,1775225890.3500595,16:18:10.350
34,1775225890.3626478,16:18:10.362
35,1775225890.365649,16:18:10.365
36,1775225890.3796992,16:18:10.379
37,1775225890.3950286,16:18:10.395
38,1775225890.397042,16:18:10.397
39,1775225890.4115403,16:18:10.411
40,1775225890.4146128,16:18:10.414
41,1775225890.4260578,16:18:10.426
42,1775225890.4293723,16:18:10.429
43,1775225890.446336,16:18:10.446
44,1775225890.4587128,16:18:10.458
45,1775225890.4619381,16:18:10.461
46,1775225890.4750884,16:18:10.475
47,1775225890.4770844,16:18:10.477
48,1775225890.4916778,16:18:10.491
49,1775225890.4946566,16:18:10.494
50,1775225890.5081155,16:18:10.508
51,1775225890.5111232,16:18:10.511
52,1775225890.5244215,16:18:10.524
53,1775225890.5403743,16:18:10.540
54,1775225890.546369,16:18:10.546
55,1775225890.5618832,16:18:10.561
56,1775225890.5832484,16:18:10.583
57,1775225890.590413,16:18:10.590
58,1775225890.6223204,16:18:10.622
59,1775225890.6363704,16:18:10.636
60,1775225890.6403844,16:18:10.640
61,1775225890.6523616,16:18:10.652
62,1775225890.6739557,16:18:10.673
63,1775225890.6909645,16:18:10.690
64,1775225890.6993296,16:18:10.699
65,1775225890.704291,16:18:10.704
66,1775225890.7162895,16:18:10.716
67,1775225890.7203765,16:18:10.720
68,1775225890.7321436,16:18:10.732
69,1775225890.7360888,16:18:10.736
70,1775225890.747101,16:18:10.747
71,1775225890.7501447,16:18:10.750
72,1775225890.764477,16:18:10.764
73,1775225890.769427,16:18:10.769
74,1775225890.797717,16:18:10.797
75,1775225890.8186371,16:18:10.818
76,1775225890.8321426,16:18:10.832
77,1775225890.8431647,16:18:10.843
78,1775225890.8464613,16:18:10.846
79,1775225890.858627,16:18:10.858
80,1775225890.861255,16:18:10.861
81,1775225890.8762567,16:18:10.876
82,1775225890.8990664,16:18:10.899
83,1775225890.9074788,16:18:10.907
84,1775225890.9095247,16:18:10.909
85,1775225890.9224496,16:18:10.922
86,1775225890.938731,16:18:10.938
87,1775225890.9417987,16:18:10.941
88,1775225890.955678,16:18:10.955
89,1775225890.9586723,16:18:10.958
90,1775225890.9725802,16:18:10.972
91,1775225890.97552,16:18:10.975
92,1775225890.9886985,16:18:10.988
93,1775225891.0203462,16:18:11.020
94,1775225891.0243335,16:18:11.024
95,1775225891.0277846,16:18:11.027
96,1775225891.0352225,16:18:11.035
97,1775225891.0372393,16:18:11.037
98,1775225891.050691,16:18:11.050
99,1775225891.0669303,16:18:11.066
100,1775225891.068944,16:18:11.068
101,1775225891.0834858,16:18:11.083
102,1775225891.0854306,16:18:11.085
103,1775225891.1164536,16:18:11.116
104,1775225891.120719,16:18:11.120
105,1775225891.1313996,16:18:11.131
106,1775225891.134339,16:18:11.134
107,1775225891.1472583,16:18:11.147
108,1775225891.1502075,16:18:11.150
109,1775225891.163809,16:18:11.163
110,1775225891.1668518,16:18:11.166
111,1775225891.1794953,16:18:11.179
112,1775225891.1834853,16:18:11.183
113,1775225891.1946352,16:18:11.194
114,1775225891.2143037,16:18:11.214
115,1775225891.231351,16:18:11.231
116,1775225891.2435896,16:18:11.243
117,1775225891.2479994,16:18:11.247
118,1775225891.2608738,16:18:11.260
119,1775225891.263942,16:18:11.263
120,1775225891.275851,16:18:11.275
121,1775225891.279081,16:18:11.279
122,1775225891.2921839,16:18:11.292
123,1775225891.295133,16:18:11.295
124,1775225891.307195,16:18:11.307
125,1775225891.311206,16:18:11.311
126,1775225891.3306174,16:18:11.330
127,1775225891.34617,16:18:11.346
128,1775225891.3552208,16:18:11.355
129,1775225891.3581607,16:18:11.358
130,1775225891.372401,16:18:11.372
131,1775225891.3753657,16:18:11.375
132,1775225891.3891861,16:18:11.389
133,1775225891.3911755,16:18:11.391
134,1775225891.4045877,16:18:11.404
135,1775225891.4075854,16:18:11.407
136,1775225891.4202125,16:18:11.420
137,1775225891.4252584,16:18:11.425
138,1775225891.4455216,16:18:11.445
139,1775225891.4559324,16:18:11.455
140,1775225891.4665418,16:18:11.466
141,1775225891.483244,16:18:11.483
142,1775225891.487246,16:18:11.487
143,1775225891.5004013,16:18:11.500
144,1775225891.5044005,16:18:11.504
145,1775225891.5163462,16:18:11.516
146,1775225891.519346,16:18:11.519
147,1775225891.5333395,16:18:11.533
148,1775225891.5511022,16:18:11.551
149,1775225891.572926,16:18:11.572
150,1775225891.5873098,16:18:11.587
151,1775225891.601843,16:18:11.601
152,1775225891.6114397,16:18:11.611
153,1775225891.6137955,16:18:11.613
154,1775225891.6283362,16:18:11.628
155,1775225891.6303868,16:18:11.630
156,1775225891.6442146,16:18:11.644
157,1775225891.648219,16:18:11.648
158,1775225891.674457,16:18:11.674
159,1775225891.6788561,16:18:11.678
160,1775225891.6915286,16:18:11.691
161,1775225891.6949942,16:18:11.694
162,1775225891.7077947,16:18:11.707
163,1775225891.7117853,16:18:11.711
164,1775225891.7232938,16:18:11.723
165,1775225891.7397144,16:18:11.739
166,1775225891.7427697,16:18:11.742
167,1775225891.7558596,16:18:11.755
168,1775225891.7608657,16:18:11.760
169,1775225891.7783475,16:18:11.778
170,1775225891.7914212,16:18:11.791
171,1775225891.7963934,16:18:11.796
172,1775225891.8164167,16:18:11.816
173,1775225891.8293924,16:18:11.829
174,1775225891.8355272,16:18:11.835
175,1775225891.8387225,16:18:11.838
176,1775225891.8516216,16:18:11.851
177,1775225891.8546033,16:18:11.854
178,1775225891.8669941,16:18:11.866
179,1775225891.8870707,16:18:11.887
180,1775225891.890448,16:18:11.890
181,1775225891.8989437,16:18:11.898
182,1775225891.9014895,16:18:11.901
183,1775225891.915784,16:18:11.915
184,1775225891.9177716,16:18:11.917
185,1775225891.9307811,16:18:11.930
186,1775225891.9327726,16:18:11.932
187,1775225891.9460807,16:18:11.946
188,1775225891.9490955,16:18:11.949
189,1775225891.962864,16:18:11.962
190,1775225891.9658773,16:18:11.965
191,1775225891.985117,16:18:11.985
192,1775225891.9973824,16:18:11.997
193,1775225892.0013847,16:18:12.001
194,1775225892.0178967,16:18:12.017
195,1775225892.028137,16:18:12.028
196,1775225892.0301752,16:18:12.030
197,1775225892.0428395,16:18:12.042
198,1775225892.0469406,16:18:12.046
199,1775225892.0602148,16:18:12.060
200,1775225892.0637665,16:18:12.063
201,1775225892.075134,16:18:12.075
202,1775225892.0791836,16:18:12.079
203,1775225892.1091843,16:18:12.109
204,1775225892.1131523,16:18:12.113
205,1775225892.124071,16:18:12.124
206,1775225892.139457,16:18:12.139
207,1775225892.1424603,16:18:12.142
208,1775225892.1557865,16:18:12.155
209,1775225892.1598122,16:18:12.159
210,1775225892.172239,16:18:12.172
211,1775225892.1752832,16:18:12.175
212,1775225892.1872365,16:18:12.187
213,1775225892.1932375,16:18:12.193
214,1775225892.2092385,16:18:12.209
215,1775225892.2262814,16:18:12.226
216,1775225892.2354972,16:18:12.235
217,1775225892.2396667,16:18:12.239
218,1775225892.253684,16:18:12.253
219,1775225892.2577195,16:18:12.257
220,1775225892.268122,16:18:12.268
221,1775225892.2837353,16:18:12.283
222,1775225892.288073,16:18:12.288
223,1775225892.3005397,16:18:12.300
224,1775225892.3045723,16:18:12.304
225,1775225892.3194296,16:18:12.319
226,1775225892.3402271,16:18:12.340
227,1775225892.3725193,16:18:12.372
228,1775225892.3795216,16:18:12.379
229,1775225892.3825524,16:18:12.382
230,1775225892.3954198,16:18:12.395
231,1775225892.4271076,16:18:12.427
232,1775225892.4427094,16:18:12.442
233,1775225892.447754,16:18:12.447
234,1775225892.458893,16:18:12.458
235,1775225892.4608927,16:18:12.460
236,1775225892.474557,16:18:12.474
237,1775225892.4786363,16:18:12.478
238,1775225892.4915204,16:18:12.491
239,1775225892.4945505,16:18:12.494
240,1775225892.5078669,16:18:12.507
241,1775225892.510866,16:18:12.510
242,1775225892.523607,16:18:12.523
243,1775225892.5449674,16:18:12.544
244,1775225892.554039,16:18:12.554
245,1775225892.5580342,16:18:12.558
246,1775225892.561036,16:18:12.561
247,1775225892.5723865,16:18:12.572
248,1775225892.5754297,16:18:12.575
249,1775225892.5884993,16:18:12.588
250,1775225892.5914905,16:18:12.591
251,1775225892.6046622,16:18:12.604
252,1775225892.6076648,16:18:12.607
253,1775225892.6196299,16:18:12.619
254,1775225892.6226616,16:18:12.622
255,1775225892.636712,16:18:12.636
256,1775225892.6653657,16:18:12.665
257,1775225892.671146,16:18:12.671
258,1775225892.6837857,16:18:12.683
259,1775225892.6878347,16:18:12.687
260,1775225892.6992188,16:18:12.699
261,1775225892.703228,16:18:12.703
262,1775225892.7163942,16:18:12.716
263,1775225892.7203999,16:18:12.720
