Frame_Index,System_Time_s,Human_Readable
0,1775226068.2667713,16:21:08.266
1,1775226068.2707632,16:21:08.270
2,1775226068.2747655,16:21:08.274
3,1775226068.28361,16:21:08.283
4,1775226068.3026018,16:21:08.302
5,1775226068.317078,16:21:08.317
6,1775226068.3420875,16:21:08.342
7,1775226068.3478165,16:21:08.347
8,1775226068.3498094,16:21:08.349
9,1775226068.3639529,16:21:08.363
10,1775226068.3669033,16:21:08.366
11,1775226068.3801842,16:21:08.380
12,1775226068.396405,16:21:08.396
13,1775226068.3999739,16:21:08.399
14,1775226068.4339664,16:21:08.433
15,1775226068.4389791,16:21:08.438
16,1775226068.4807968,16:21:08.480
17,1775226068.4916723,16:21:08.491
18,1775226068.494634,16:21:08.494
19,1775226068.5152483,16:21:08.515
20,1775226068.5286088,16:21:08.528
21,1775226068.5387576,16:21:08.538
22,1775226068.5418136,16:21:08.541
23,1775226068.5546055,16:21:08.554
24,1775226068.557619,16:21:08.557
25,1775226068.5707066,16:21:08.570
26,1775226068.5737617,16:21:08.573
27,1775226068.5874555,16:21:08.587
28,1775226068.5894678,16:21:08.589
29,1775226068.6035109,16:21:08.603
30,1775226068.6055546,16:21:08.605
31,1775226068.621504,16:21:08.621
32,1775226068.6345136,16:21:08.634
33,1775226068.6375113,16:21:08.637
34,1775226068.650862,16:21:08.650
35,1775226068.6532598,16:21:08.653
36,1775226068.666693,16:21:08.666
37,1775226068.669049,16:21:08.669
38,1775226068.6834376,16:21:08.683
39,1775226068.6864643,16:21:08.686
40,1775226068.698986,16:21:08.698
41,1775226068.701512,16:21:08.701
42,1775226068.7154357,16:21:08.715
43,1775226068.7174315,16:21:08.717
44,1775226068.7314472,16:21:08.731
45,1775226068.7464335,16:21:08.746
46,1775226068.749482,16:21:08.749
47,1775226068.7638807,16:21:08.763
48,1775226068.7668805,16:21:08.766
49,1775226068.7799263,16:21:08.779
50,1775226068.7968576,16:21:08.796
51,1775226068.8003962,16:21:08.800
52,1775226068.8125746,16:21:08.812
53,1775226068.815587,16:21:08.815
54,1775226068.8286278,16:21:08.828
55,1775226068.833617,16:21:08.833
56,1775226068.860623,16:21:08.860
57,1775226068.8764398,16:21:08.876
58,1775226068.8804362,16:21:08.880
59,1775226068.8916805,16:21:08.891
60,1775226068.8956618,16:21:08.895
61,1775226068.9089549,16:21:08.908
62,1775226068.9248962,16:21:08.924
63,1775226068.928921,16:21:08.928
64,1775226068.9414616,16:21:08.941
65,1775226068.9454556,16:21:08.945
66,1775226068.9669483,16:21:08.966
67,1775226068.9809961,16:21:08.980
68,1775226069.0017383,16:21:09.001
69,1775226069.012721,16:21:09.012
70,1775226069.0207288,16:21:09.020
71,1775226069.039997,16:21:09.039
72,1775226069.055123,16:21:09.055
73,1775226069.0741305,16:21:09.074
74,1775226069.0905147,16:21:09.090
75,1775226069.0965137,16:21:09.096
76,1775226069.1030173,16:21:09.103
77,1775226069.1300857,16:21:09.130
78,1775226069.133038,16:21:09.133
79,1775226069.1370854,16:21:09.137
80,1775226069.148045,16:21:09.148
81,1775226069.151087,16:21:09.151
82,1775226069.1635218,16:21:09.163
83,1775226069.1906722,16:21:09.190
84,1775226069.1957836,16:21:09.195
85,1775226069.1980853,16:21:09.198
86,1775226069.2125754,16:21:09.212
87,1775226069.2155235,16:21:09.215
88,1775226069.228576,16:21:09.228
89,1775226069.2315233,16:21:09.231
90,1775226069.2441149,16:21:09.244
91,1775226069.2482474,16:21:09.248
92,1775226069.2602568,16:21:09.260
93,1775226069.263246,16:21:09.263
94,1775226069.28226,16:21:09.282
95,1775226069.2953937,16:21:09.295
96,1775226069.3075705,16:21:09.307
97,1775226069.3239667,16:21:09.323
98,1775226069.3269212,16:21:09.326
99,1775226069.3403993,16:21:09.340
100,1775226069.3444421,16:21:09.344
101,1775226069.3564005,16:21:09.356
102,1775226069.360399,16:21:09.360
103,1775226069.3717556,16:21:09.371
104,1775226069.3747427,16:21:09.374
105,1775226069.3883915,16:21:09.388
106,1775226069.3996778,16:21:09.399
107,1775226069.4170294,16:21:09.417
108,1775226069.422039,16:21:09.422
109,1775226069.4245317,16:21:09.424
110,1775226069.4356756,16:21:09.435
111,1775226069.4391594,16:21:09.439
112,1775226069.4516623,16:21:09.451
113,1775226069.4688234,16:21:09.468
114,1775226069.4722872,16:21:09.472
115,1775226069.4837928,16:21:09.483
116,1775226069.4878638,16:21:09.487
117,1775226069.503343,16:21:09.503
118,1775226069.5173354,16:21:09.517
119,1775226069.5318022,16:21:09.531
120,1775226069.535815,16:21:09.535
121,1775226069.548507,16:21:09.548
122,1775226069.5535114,16:21:09.553
123,1775226069.564187,16:21:09.564
124,1775226069.56918,16:21:09.569
125,1775226069.5795596,16:21:09.579
126,1775226069.5969043,16:21:09.596
127,1775226069.6014354,16:21:09.601
128,1775226069.63186,16:21:09.631
129,1775226069.6378577,16:21:09.637
130,1775226069.6438248,16:21:09.643
131,1775226069.6488597,16:21:09.648
132,1775226069.661618,16:21:09.661
133,1775226069.6646085,16:21:09.664
134,1775226069.6760662,16:21:09.676
135,1775226069.6800644,16:21:09.680
136,1775226069.6914845,16:21:09.691
137,1775226069.695637,16:21:09.695
138,1775226069.7085803,16:21:09.708
139,1775226069.7135782,16:21:09.713
140,1775226069.7316265,16:21:09.731
141,1775226069.742942,16:21:09.742
142,1775226069.7572968,16:21:09.757
143,1775226069.7602875,16:21:09.760
144,1775226069.7712462,16:21:09.771
145,1775226069.7742705,16:21:09.774
146,1775226069.7892516,16:21:09.789
147,1775226069.794531,16:21:09.794
148,1775226069.8048692,16:21:09.804
149,1775226069.8106592,16:21:09.810
150,1775226069.8313696,16:21:09.831
151,1775226069.8353527,16:21:09.835
152,1775226069.8386166,16:21:09.838
153,1775226069.8518214,16:21:09.851
154,1775226069.869682,16:21:09.869
155,1775226069.8727138,16:21:09.872
156,1775226069.8854036,16:21:09.885
157,1775226069.888499,16:21:09.888
158,1775226069.8989599,16:21:09.898
159,1775226069.9035244,16:21:09.903
160,1775226069.9156756,16:21:09.915
161,1775226069.9196773,16:21:09.919
162,1775226069.9317422,16:21:09.931
163,1775226069.959809,16:21:09.959
164,1775226069.9647698,16:21:09.964
165,1775226069.9678001,16:21:09.967
166,1775226069.9801292,16:21:09.980
167,1775226069.9957435,16:21:09.995
168,1775226069.999786,16:21:09.999
169,1775226070.0131018,16:21:10.013
170,1775226070.0160894,16:21:10.016
171,1775226070.0287392,16:21:10.028
172,1775226070.0317323,16:21:10.031
173,1775226070.0523305,16:21:10.052
174,1775226070.0708573,16:21:10.070
175,1775226070.0768635,16:21:10.076
176,1775226070.0799003,16:21:10.079
177,1775226070.092432,16:21:10.092
178,1775226070.0963774,16:21:10.096
179,1775226070.1086094,16:21:10.108
180,1775226070.1115391,16:21:10.111
181,1775226070.124801,16:21:10.124
182,1775226070.1398787,16:21:10.139
183,1775226070.1466146,16:21:10.146
184,1775226070.184646,16:21:10.184
185,1775226070.1886883,16:21:10.188
186,1775226070.1927395,16:21:10.192
187,1775226070.2051053,16:21:10.205
188,1775226070.2081506,16:21:10.208
189,1775226070.221511,16:21:10.221
190,1775226070.2245033,16:21:10.224
191,1775226070.2367618,16:21:10.236
192,1775226070.239796,16:21:10.239
193,1775226070.253751,16:21:10.253
194,1775226070.2747438,16:21:10.274
195,1775226070.2837517,16:21:10.283
196,1775226070.2901576,16:21:10.290
197,1775226070.2997038,16:21:10.299
198,1775226070.3045099,16:21:10.304
199,1775226070.31569,16:21:10.315
200,1775226070.3197374,16:21:10.319
201,1775226070.3319561,16:21:10.331
202,1775226070.3359506,16:21:10.335
203,1775226070.3474572,16:21:10.347
204,1775226070.3514543,16:21:10.351
