Frame_Index,System_Time_s,Human_Readable
0,1775226250.435326,16:24:10.435
1,1775226250.4388738,16:24:10.438
2,1775226250.4410956,16:24:10.441
3,1775226250.454583,16:24:10.454
4,1775226250.4565969,16:24:10.456
5,1775226250.4705977,16:24:10.470
6,1775226250.4726467,16:24:10.472
7,1775226250.489618,16:24:10.489
8,1775226250.5006185,16:24:10.500
9,1775226250.5056174,16:24:10.505
10,1775226250.5220633,16:24:10.522
11,1775226250.5344357,16:24:10.534
12,1775226250.5374503,16:24:10.537
13,1775226250.551401,16:24:10.551
14,1775226250.5533843,16:24:10.553
15,1775226250.5657291,16:24:10.565
16,1775226250.5717428,16:24:10.571
17,1775226250.5817869,16:24:10.581
18,1775226250.5847995,16:24:10.584
19,1775226250.605798,16:24:10.605
20,1775226250.6088629,16:24:10.608
21,1775226250.6148658,16:24:10.614
22,1775226250.616906,16:24:10.616
23,1775226250.631155,16:24:10.631
24,1775226250.6341588,16:24:10.634
25,1775226250.648023,16:24:10.648
26,1775226250.6635392,16:24:10.663
27,1775226250.6675746,16:24:10.667
28,1775226250.6795418,16:24:10.679
29,1775226250.6825917,16:24:10.682
30,1775226250.697995,16:24:10.697
31,1775226250.7019722,16:24:10.701
32,1775226250.720987,16:24:10.720
33,1775226250.730962,16:24:10.730
34,1775226250.7442799,16:24:10.744
35,1775226250.7483456,16:24:10.748
36,1775226250.7601316,16:24:10.760
37,1775226250.763652,16:24:10.763
38,1775226250.7762508,16:24:10.776
39,1775226250.791774,16:24:10.791
40,1775226250.7967691,16:24:10.796
41,1775226250.8082743,16:24:10.808
42,1775226250.8122861,16:24:10.812
43,1775226250.8304412,16:24:10.830
44,1775226250.8404133,16:24:10.840
45,1775226250.8560796,16:24:10.856
46,1775226250.8590393,16:24:10.859
47,1775226250.8710425,16:24:10.871
48,1775226250.8742583,16:24:10.874
49,1775226250.8880637,16:24:10.888
50,1775226250.891051,16:24:10.891
51,1775226250.904066,16:24:10.904
52,1775226250.907598,16:24:10.907
53,1775226250.9200501,16:24:10.920
54,1775226250.9406812,16:24:10.940
55,1775226250.949631,16:24:10.949
56,1775226250.9551773,16:24:10.955
57,1775226250.9676318,16:24:10.967
58,1775226250.9712245,16:24:10.971
59,1775226250.9831817,16:24:10.983
60,1775226250.986175,16:24:10.986
61,1775226250.9997342,16:24:10.999
62,1775226251.0037916,16:24:11.003
63,1775226251.0157998,16:24:11.015
64,1775226251.018738,16:24:11.018
65,1775226251.0323043,16:24:11.032
66,1775226251.0453467,16:24:11.045
67,1775226251.0619688,16:24:11.061
68,1775226251.065028,16:24:11.065
69,1775226251.0789855,16:24:11.078
70,1775226251.0830367,16:24:11.083
71,1775226251.0958989,16:24:11.095
72,1775226251.0988986,16:24:11.098
73,1775226251.1114416,16:24:11.111
74,1775226251.115481,16:24:11.115
75,1775226251.1281402,16:24:11.128
76,1775226251.1311443,16:24:11.131
77,1775226251.1445234,16:24:11.144
78,1775226251.1531122,16:24:11.153
79,1775226251.1690662,16:24:11.169
80,1775226251.1751528,16:24:11.175
81,1775226251.1781964,16:24:11.178
82,1775226251.1925015,16:24:11.192
83,1775226251.2078106,16:24:11.207
84,1775226251.21086,16:24:11.210
85,1775226251.223844,16:24:11.223
86,1775226251.2278392,16:24:11.227
87,1775226251.2402413,16:24:11.240
88,1775226251.2441998,16:24:11.244
89,1775226251.2607582,16:24:11.260
90,1775226251.2778332,16:24:11.277
91,1775226251.287678,16:24:11.287
92,1775226251.290618,16:24:11.290
93,1775226251.304144,16:24:11.304
94,1775226251.3070939,16:24:11.307
95,1775226251.319672,16:24:11.319
96,1775226251.3367343,16:24:11.336
97,1775226251.3387983,16:24:11.338
98,1775226251.3525724,16:24:11.352
99,1775226251.3575695,16:24:11.357
100,1775226251.372578,16:24:11.372
101,1775226251.3896334,16:24:11.389
102,1775226251.3994043,16:24:11.399
103,1775226251.403407,16:24:11.403
104,1775226251.4154534,16:24:11.415
105,1775226251.418762,16:24:11.418
106,1775226251.430953,16:24:11.430
107,1775226251.434967,16:24:11.434
