Frame_Index,System_Time_s,Human_Readable
0,1775225929.4875648,16:18:49.487
1,1775225929.492672,16:18:49.492
2,1775225929.507008,16:18:49.507
3,1775225929.5110097,16:18:49.511
4,1775225929.5230641,16:18:49.523
5,1775225929.5260549,16:18:49.526
6,1775225929.5388181,16:18:49.538
7,1775225929.5418582,16:18:49.541
8,1775225929.567136,16:18:49.567
9,1775225929.577091,16:18:49.577
10,1775225929.5862153,16:18:49.586
11,1775225929.6032047,16:18:49.603
12,1775225929.6062508,16:18:49.606
13,1775225929.6188636,16:18:49.618
14,1775225929.6229303,16:18:49.622
15,1775225929.6349378,16:18:49.634
16,1775225929.6894994,16:18:49.689
17,1775225929.692498,16:18:49.692
18,1775225929.6984706,16:18:49.698
19,1775225929.7024693,16:18:49.702
20,1775225929.7148767,16:18:49.714
21,1775225929.731222,16:18:49.731
22,1775225929.7341676,16:18:49.734
23,1775225929.7477412,16:18:49.747
24,1775225929.7517245,16:18:49.751
25,1775225929.7655625,16:18:49.765
26,1775225929.7709484,16:18:49.770
27,1775225929.798909,16:18:49.798
28,1775225929.8128588,16:18:49.812
29,1775225929.8270025,16:18:49.827
30,1775225929.8423085,16:18:49.842
31,1775225929.85928,16:18:49.859
32,1775225929.8622277,16:18:49.862
33,1775225929.8760526,16:18:49.876
34,1775225929.8805926,16:18:49.880
35,1775225929.8995848,16:18:49.899
36,1775225929.910536,16:18:49.910
37,1775225929.9255576,16:18:49.925
38,1775225929.9421952,16:18:49.942
39,1775225929.9555762,16:18:49.955
40,1775225929.9586222,16:18:49.958
41,1775225929.9716299,16:18:49.971
42,1775225929.9746404,16:18:49.974
43,1775225929.987601,16:18:49.987
44,1775225930.0186007,16:18:50.018
45,1775225930.0226107,16:18:50.022
46,1775225930.0336115,16:18:50.033
47,1775225930.037125,16:18:50.037
48,1775225930.050936,16:18:50.050
49,1775225930.0538836,16:18:50.053
50,1775225930.066935,16:18:50.066
51,1775225930.0698855,16:18:50.069
52,1775225930.0824764,16:18:50.082
53,1775225930.085523,16:18:50.085
54,1775225930.099485,16:18:50.099
55,1775225930.1269393,16:18:50.126
56,1775225930.1318989,16:18:50.131
57,1775225930.1469574,16:18:50.146
58,1775225930.1509507,16:18:50.150
59,1775225930.162966,16:18:50.162
60,1775225930.1659434,16:18:50.165
61,1775225930.179221,16:18:50.179
62,1775225930.1822677,16:18:50.182
63,1775225930.1953535,16:18:50.195
64,1775225930.1983936,16:18:50.198
65,1775225930.2168124,16:18:50.216
66,1775225930.2343807,16:18:50.234
67,1775225930.2419615,16:18:50.241
68,1775225930.244975,16:18:50.244
69,1775225930.2588148,16:18:50.258
70,1775225930.2748015,16:18:50.274
71,1775225930.2788436,16:18:50.278
72,1775225930.2902718,16:18:50.290
73,1775225930.293263,16:18:50.293
74,1775225930.3067365,16:18:50.306
75,1775225930.3128455,16:18:50.312
76,1775225930.3288403,16:18:50.328
77,1775225930.3453429,16:18:50.345
78,1775225930.3542733,16:18:50.354
79,1775225930.3572152,16:18:50.357
80,1775225930.371217,16:18:50.371
81,1775225930.374211,16:18:50.374
82,1775225930.386702,16:18:50.386
83,1775225930.4028924,16:18:50.402
84,1775225930.406912,16:18:50.406
85,1775225930.420881,16:18:50.420
86,1775225930.4425938,16:18:50.442
87,1775225930.4518878,16:18:50.451
88,1775225930.466774,16:18:50.466
89,1775225930.4697208,16:18:50.469
90,1775225930.4823933,16:18:50.482
91,1775225930.485469,16:18:50.485
92,1775225930.4977007,16:18:50.497
